Reaction #,Substrate #,Substrate SMILES,Hydrogen,Carbon,Source,Yield,HAT,ML BDE,NBO Charge,Mulliken Charge,Lowdin Charge,Hirshfeld Charge,Minimum SOMO,Maximum SOMO,Lowest energy SOMO,Average SOMO,Radical Hirshfeld Charge,Minimum electrophilicity,Maximum electrophilicity,Lowest energy electrophilicity,Average electrophilicity,% Vbur H,% Vbur radical,Olefin #,Olefin carbon,Olefin SMILES,Olefin LUMO,Olefin HOMO,SOMO/LUMO difference,SOMO/HOMO difference,% Vbur olefin,Amide,Carbamate,Aldehyde,Phenyl ring,Ether,Halogen,Pyridine,Alkyl chain,Alkyl ring,Ester,Ketone,nitrile
68,37,N#CCCC(C)C,"H10, H11",C4,2,0,FALSE,98.96935,0.20463,0.111306,0.177578,0.028544,-6.0099,-5.8669,-5.9267,-5.916123913,-0.004984,1.129811301,1.204807657,1.168678213,1.159853278,37.34557825,75.09169601,5,C1,C=CC(C)=O,-1.9354,-7.0384,3.980723913,1.122276087,60.77911164,0,0,0,0,0,0,0,1,0,0,0,1
68,37,N#CCCC(C)C,H13-H18,"C6, C7",2,0,FALSE,100.44166,0.20973,0.119007,0.147458,0.026954,-6.0988,-5.6903,-5.8884,-5.946719037,-0.069935,1.073264351,1.261904587,1.153416686,1.182788776,26.02649508,62.47895087,5,C1,C=CC(C)=O,-1.9354,-7.0384,4.011319037,1.091680963,60.77911164,0,0,0,0,0,0,0,1,0,0,0,1
69,37,N#CCCC(C)C,H12,C5,2,73,TRUE,95.49716,0.20576,0.105559,0.193959,0.02475,-5.3408,-5.0789,-5.131,-5.179469997,-0.076661,0.907436305,0.9771143717,0.907436305,0.9329855139,44.6263706,83.09741963,4,C1,C=CC#N,-1.9782,-8.1074,3.201269997,2.927930003,59.79266387,0,0,0,0,0,0,0,1,0,0,0,1
69,37,N#CCCC(C)C,"H8, H9",C3,2,0,FALSE,91.490685,0.24476,0.157726,0.193428,0.050493,-6.5073,-6.497,-6.5041,-6.502320163,-0.027024,1.718909995,1.767405321,1.720679375,1.732432288,35.50874329,72.0126415,4,C1,C=CC#N,-1.9782,-8.1074,4.524120163,1.605079837,59.79266387,0,0,0,0,0,0,0,1,0,0,0,1
69,37,N#CCCC(C)C,"H10, H11",C4,2,0,FALSE,98.96935,0.20463,0.111306,0.177578,0.028544,-6.0099,-5.8669,-5.9267,-5.916123913,-0.004984,1.129811301,1.204807657,1.168678213,1.159853278,37.34557825,75.09169601,4,C1,C=CC#N,-1.9782,-8.1074,3.937923913,2.191276087,59.79266387,0,0,0,0,0,0,0,1,0,0,0,1
69,37,N#CCCC(C)C,H13-H18,"C6, C7",2,0,FALSE,100.44166,0.20973,0.119007,0.147458,0.026954,-6.0988,-5.6903,-5.8884,-5.946719037,-0.069935,1.073264351,1.261904587,1.153416686,1.182788776,26.02649508,62.47895087,4,C1,C=CC#N,-1.9782,-8.1074,3.968519037,2.160680963,59.79266387,0,0,0,0,0,0,0,1,0,0,0,1
70,37,N#CCCC(C)C,H12,C5,2,54,TRUE,95.49716,0.20576,0.105559,0.193959,0.02475,-5.3408,-5.0789,-5.131,-5.179469997,-0.076661,0.907436305,0.9771143717,0.907436305,0.9329855139,44.6263706,83.09741963,12,C1,C=C1C(C2)CCC2C1=O,-1.7488,-6.6841,3.430669997,1.504630003,60.93505247,0,0,0,0,0,0,0,1,0,0,0,1
70,37,N#CCCC(C)C,"H8, H9",C3,2,0,FALSE,91.490685,0.24476,0.157726,0.193428,0.050493,-6.5073,-6.497,-6.5041,-6.502320163,-0.027024,1.718909995,1.767405321,1.720679375,1.732432288,35.50874329,72.0126415,12,C1,C=C1C(C2)CCC2C1=O,-1.7488,-6.6841,4.753520163,0.1817798369,60.93505247,0,0,0,0,0,0,0,1,0,0,0,1
70,37,N#CCCC(C)C,"H10, H11",C4,2,0,FALSE,98.96935,0.20463,0.111306,0.177578,0.028544,-6.0099,-5.8669,-5.9267,-5.916123913,-0.004984,1.129811301,1.204807657,1.168678213,1.159853278,37.34557825,75.09169601,12,C1,C=C1C(C2)CCC2C1=O,-1.7488,-6.6841,4.167323913,0.7679760869,60.93505247,0,0,0,0,0,0,0,1,0,0,0,1
70,37,N#CCCC(C)C,H13-H18,"C6, C7",2,0,FALSE,100.44166,0.20973,0.119007,0.147458,0.026954,-6.0988,-5.6903,-5.8884,-5.946719037,-0.069935,1.073264351,1.261904587,1.153416686,1.182788776,26.02649508,62.47895087,12,C1,C=C1C(C2)CCC2C1=O,-1.7488,-6.6841,4.197919037,0.7373809627,60.93505247,0,0,0,0,0,0,0,1,0,0,0,1
71,38,N#CCCCCC#N,H11-H14,"C4, C5",2,69,TRUE,99.21641,0.22337,0.148803,0.181715,0.035976,-6.6658,-6.394,-6.5247,-6.460116608,-0.027971,1.398271657,1.568445393,1.455424648,1.430820509,38.42703659,74.31206347,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.496916608,1.164983392,71.91406126,0,0,0,0,0,0,0,1,0,0,0,1
71,38,N#CCCCCC#N,"H9, H10, H15, H16","C3, C6",2,0,FALSE,92.18551,0.24579,0.1512,0.195283,0.055276,-7.0247,-6.6256,-6.877,-6.86273853,-0.023811,1.826450656,2.111437362,1.976122715,1.965408336,31.25176679,71.64853393,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.89953853,0.7623614704,71.91406126,0,0,0,0,0,0,0,1,0,0,0,1
72,39,CC(C)CC(C#N)CCC#N,H15,C2,2,52,TRUE,94.57891,0.20569,0.105131,0.195442,0.024389,-5.4308,-5.1392,-5.2354,-5.25491684,-0.075505,0.9191867778,1.070150079,0.9602108794,0.9749028938,44.85459285,83.28789912,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.29171684,2.37018316,71.91406126,0,0,0,0,0,0,0,1,0,0,0,1
72,39,CC(C)CC(C#N)CCC#N,"H12-H14, H16-H18","C1, C3",2,0,FALSE,100.54251,0.20714,0.130855,0.152026,0.026388,-6.8214,-5.8466,-6.0556,-6.090248408,-0.007274,1.12361959,1.428649507,1.226263286,1.251187192,33.59854225,64.15753994,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.127048408,1.534851592,71.91406126,0,0,0,0,0,0,0,1,0,0,0,1
72,39,CC(C)CC(C#N)CCC#N,"H19, H20",C4,2,0,FALSE,98.69686,0.20698,0.112112,0.185034,0.029322,-6.3306,-5.783,-6.1544,-6.090562636,0.015208,1.208592115,1.46235205,1.35925575,1.344740345,42.58646922,77.36234238,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.127362636,1.534537364,71.91406126,0,0,0,0,0,0,0,1,0,0,0,1
72,39,CC(C)CC(C#N)CCC#N,H21,C5,2,0,FALSE,88.751564,0.25697,0.152602,0.223999,0.04725,-6.4923,-6.3603,-6.4675,-6.405338434,0.062407,1.838343676,1.923588312,1.884182407,1.858817179,53.27876443,84.82611886,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.442138434,1.219761566,71.91406126,0,0,0,0,0,0,0,1,0,0,0,1
72,39,CC(C)CC(C#N)CCC#N,"H22, H23",C8,2,0,FALSE,100.2477,0.21918,0.128494,0.18518,0.039288,-6.818,-6.4929,-6.4929,-6.685337384,-0.002222,1.449398657,1.642333725,1.449398657,1.564006942,36.98180251,74.6340294,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.722137384,0.9397626161,71.91406126,0,0,0,0,0,0,0,1,0,0,0,1
72,39,CC(C)CC(C#N)CCC#N,"H24, H25",C9,2,0,FALSE,92.2483,0.25488,0.150526,0.192332,0.059131,-7.0215,-6.8833,-6.9185,-6.943787152,0.06524,1.995967355,2.107124887,2.032767399,2.058083965,28.61274392,72.57713453,3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.980587152,0.681312848,71.91406126,0,0,0,0,0,0,0,1,0,0,0,1
