Reaction #,Substrate #,Substrate SMILES,Hydrogen,Carbon,Source,Yield,HAT,ML BDE,NBO Charge,Mulliken Charge,Lowdin Charge,Hirshfeld Charge,Minimum SOMO,Maximum SOMO,Lowest energy SOMO,Average SOMO,Radical Hirshfeld Charge,Minimum electrophilicity,Maximum electrophilicity,Lowest energy electrophilicity,Average electrophilicity,% Vbur H,% Vbur radical,Shellbur H,Shellbur radical,All SOMOS,SOMO energies,All electrophilicities,Olefin #,Olefin carbon,Olefin SMILES,Olefin LUMO,Olefin HOMO,SOMO/LUMO difference,SOMO/HOMO difference,% Vbur olefin,Amide,Carbamate,Aldehyde,Phenyl ring,Ether,Halogen,Pyridine,Alkyl chain,Alkyl ring,Ester,Ketone,nitrile
1,1,[H]C(N)=O,H4,C1,5,51,TRUE,93.172745,0.10369,0.088222,0.156509,0.038549,-5.9714,-5.9714,-5.9714,-5.9714,-0.138173,1.297249413,1.297249413,1.297249413,1.297249413,20.31464547,61.6422627,2.661118697,24.04420684,[-5.9714],[-169.224889503632],[1.2972494131253092],1,C6,O=C1CCCC=C1,-1.6968,-6.7421,4.2746,0.7707,71.56065729,1,0,0,0,0,0,0,0,0,0,0,0
2,1,[H]C(N)=O,H4,C1,5,76,TRUE,93.172745,0.10369,0.088222,0.156509,0.038549,-5.9714,-5.9714,-5.9714,-5.9714,-0.138173,1.297249413,1.297249413,1.297249413,1.297249413,20.31464547,61.6422627,2.661118697,24.04420684,[-5.9714],[-169.224889503632],[1.2972494131253092],2,C2,C/C=C/C(OC)=O,-1.3725,-7.4732,4.5989,1.5018,71.69631139,1,0,0,0,0,0,0,0,0,0,0,0
3,2,[H]C(N(C)C)=O,H7-H12,C3,5,86,TRUE,92.2349,0.20931,0.117865,0.153014,0.040287,-4.9154,-4.9146,-4.9151,-4.915035339,-0.004328,0.9422255982,0.9425927027,0.9424196139,0.9424134372,24.9001509,60.75500181,11.02477986,25.51873123,"[-4.9146, -4.9154, -4.9151]","[-247.76975771125402, -247.76976954787298, -247.769778184132]","[0.942225598168131, 0.9425927026901237, 0.9424196138553173]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,2.951835339,2.710064661,71.91406126,1,0,0,0,0,0,0,0,0,0,0,0
3,2,[H]C(N(C)C)=O,H6,C1,5,0,FALSE,93.20851,0.10882,0.081955,0.166862,0.033286,-5.6861,-5.6346,-5.6861,-5.683707847,-0.057794,1.085609741,1.10665434,1.10665434,1.105466048,27.36555726,66.6177304,12.48114003,34.98895506,"[-5.6861, -5.6346, -5.6752]","[-247.76801068907798, -247.76470284014403, -247.765904514978]","[1.1066543402839122, 1.0856097407822318, 1.0999688925984976]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.720507847,1.941392153,71.91406126,1,0,0,0,0,0,0,0,0,0,0,0
4,2,[H]C(N(C)C)=O,H7-H12,C3,5,71,TRUE,92.2349,0.20931,0.117865,0.153014,0.040287,-4.9154,-4.9146,-4.9151,-4.915035339,-0.004328,0.9422255982,0.9425927027,0.9424196139,0.9424134372,24.9001509,60.75500181,11.02477986,25.51873123,"[-4.9146, -4.9154, -4.9151]","[-247.76975771125402, -247.76976954787298, -247.769778184132]","[0.942225598168131, 0.9425927026901237, 0.9424196138553173]",4,C1,C=CC#N,-1.9782,-8.1074,2.936835339,3.192364661,59.79266387,1,0,0,0,0,0,0,0,0,0,0,0
4,2,[H]C(N(C)C)=O,H6,C1,5,0,FALSE,93.20851,0.10882,0.081955,0.166862,0.033286,-5.6861,-5.6346,-5.6861,-5.683707847,-0.057794,1.085609741,1.10665434,1.10665434,1.105466048,27.36555726,66.6177304,12.48114003,34.98895506,"[-5.6861, -5.6346, -5.6752]","[-247.76801068907798, -247.76470284014403, -247.765904514978]","[1.1066543402839122, 1.0856097407822318, 1.0999688925984976]",4,C1,C=CC#N,-1.9782,-8.1074,3.705507847,2.423692153,59.79266387,1,0,0,0,0,0,0,0,0,0,0,0
5,2,[H]C(N(C)C)=O,H7-H12,C3,5,61,TRUE,92.2349,0.20931,0.117865,0.153014,0.040287,-4.9154,-4.9146,-4.9151,-4.915035339,-0.004328,0.9422255982,0.9425927027,0.9424196139,0.9424134372,24.9001509,60.75500181,11.02477986,25.51873123,"[-4.9146, -4.9154, -4.9151]","[-247.76975771125402, -247.76976954787298, -247.769778184132]","[0.942225598168131, 0.9425927026901237, 0.9424196138553173]",5,C1,C=CC(C)=O,-1.9354,-7.0384,2.979635339,2.123364661,60.77911164,1,0,0,0,0,0,0,0,0,0,0,0
5,2,[H]C(N(C)C)=O,H6,C1,5,0,FALSE,93.20851,0.10882,0.081955,0.166862,0.033286,-5.6861,-5.6346,-5.6861,-5.683707847,-0.057794,1.085609741,1.10665434,1.10665434,1.105466048,27.36555726,66.6177304,12.48114003,34.98895506,"[-5.6861, -5.6346, -5.6752]","[-247.76801068907798, -247.76470284014403, -247.765904514978]","[1.1066543402839122, 1.0856097407822318, 1.0999688925984976]",5,C1,C=CC(C)=O,-1.9354,-7.0384,3.748307847,1.354692153,60.77911164,1,0,0,0,0,0,0,0,0,0,0,0
6,2,[H]C(N(C)C)=O,H7-H12,C3,5,47,TRUE,92.2349,0.20931,0.117865,0.153014,0.040287,-4.9154,-4.9146,-4.9151,-4.915035339,-0.004328,0.9422255982,0.9425927027,0.9424196139,0.9424134372,24.9001509,60.75500181,11.02477986,25.51873123,"[-4.9146, -4.9154, -4.9151]","[-247.76975771125402, -247.76976954787298, -247.769778184132]","[0.942225598168131, 0.9425927026901237, 0.9424196138553173]",6,C1,C=CC(OCC)=O,-1.6299,-7.7176,3.285135339,2.802564661,60.65039622,1,0,0,0,0,0,0,0,0,0,0,0
6,2,[H]C(N(C)C)=O,H6,C1,5,0,FALSE,93.20851,0.10882,0.081955,0.166862,0.033286,-5.6861,-5.6346,-5.6861,-5.683707847,-0.057794,1.085609741,1.10665434,1.10665434,1.105466048,27.36555726,66.6177304,12.48114003,34.98895506,"[-5.6861, -5.6346, -5.6752]","[-247.76801068907798, -247.76470284014403, -247.765904514978]","[1.1066543402839122, 1.0856097407822318, 1.0999688925984976]",6,C1,C=CC(OCC)=O,-1.6299,-7.7176,4.053807847,2.033892153,60.65039622,1,0,0,0,0,0,0,0,0,0,0,0
7,2,[H]C(N(C)C)=O,H7-H12,C3,5,60,TRUE,92.2349,0.20931,0.117865,0.153014,0.040287,-4.9154,-4.9146,-4.9151,-4.915035339,-0.004328,0.9422255982,0.9425927027,0.9424196139,0.9424134372,24.9001509,60.75500181,11.02477986,25.51873123,"[-4.9146, -4.9154, -4.9151]","[-247.76975771125402, -247.76976954787298, -247.769778184132]","[0.942225598168131, 0.9425927026901237, 0.9424196138553173]",5,C1,C=CC(C)=O,-1.9354,-7.0384,2.979635339,2.123364661,60.77911164,1,0,0,0,0,0,0,0,0,0,0,0
7,2,[H]C(N(C)C)=O,H6,C1,5,0,FALSE,93.20851,0.10882,0.081955,0.166862,0.033286,-5.6861,-5.6346,-5.6861,-5.683707847,-0.057794,1.085609741,1.10665434,1.10665434,1.105466048,27.36555726,66.6177304,12.48114003,34.98895506,"[-5.6861, -5.6346, -5.6752]","[-247.76801068907798, -247.76470284014403, -247.765904514978]","[1.1066543402839122, 1.0856097407822318, 1.0999688925984976]",5,C1,C=CC(C)=O,-1.9354,-7.0384,3.748307847,1.354692153,60.77911164,1,0,0,0,0,0,0,0,0,0,0,0
8,3,[H]C(NC)=O,H5,C1,5,46,TRUE,94.27302,0.10115,0.08102,0.16133,0.035081,-5.831,-5.8128,-5.8129,-5.818884441,-0.085627,1.069168044,1.167340571,1.069168044,1.098607847,25.69228673,63.88522685,8.438252261,29.22745853,"[-5.8128, -5.8129, -5.8128, -5.831]","[-208.504330873133, -208.505197569053, -208.504329900429, -208.50509266433403]","[1.167324025677405, 1.0691680440866067, 1.1673405711945029, 1.0701988281995287]",2,C2,C/C=C/C(OC)=O,-1.3725,-7.4732,4.446384441,1.654315559,71.69631139,1,0,0,0,0,0,0,0,0,0,0,0
8,3,[H]C(NC)=O,H7-H9,C3,5,0,FALSE,92.63003,0.19719,0.128289,0.139427,0.035064,-4.7466,-4.6477,-4.7451,-4.736064188,-0.356767,0.8813142606,0.8944635844,0.8943705099,0.8931098282,20.48556991,58.79969916,7.121130021,21.21651869,"[-4.6483, -4.7451, -4.6477, -4.7466]","[-208.50708277633703, -208.50917642729502, -208.507098081609, -208.50915507741402]","[0.8813142605548281, 0.8943705098562846, 0.8813656323703639, 0.8944635843830065]",2,C2,C/C=C/C(OC)=O,-1.3725,-7.4732,3.363564188,2.737135812,71.69631139,1,0,0,0,0,0,0,0,0,0,0,0
9,4,O=C(OC(C)(C)C)N1CCCC1,"H22-H23, H28-H29","C9, C12",5,59,TRUE,90.73481,0.21069,0.126099,0.173286,0.029282,-4.2097,-4.2083,-4.2083,-4.208992957,-0.015123,0.6728999792,0.6731970193,0.6728999792,0.673047005,35.68558821,71.79175393,25.48248484,44.81450757,"[-4.2083, -4.2097]","[-557.4986091253381, -557.498590125128]","[0.672899979198672, 0.673197019341278]",4,C1,C=CC#N,-1.9782,-8.1074,2.230792957,3.898407043,59.79266387,0,1,0,0,0,0,0,0,1,0,0,0
9,4,O=C(OC(C)(C)C)N1CCCC2,H13-H21,C5-C7,5,0,FALSE,102.172585,0.21205,0.117948,0.159455,0.025993,-5.8275,-5.7455,-5.7455,-5.761909208,-0.043516,1.00966386,1.069826748,1.00966386,1.021703194,30.44790182,67.27858669,20.4178148,38.28945705,"[-5.8275, -5.7455]","[-557.479371605495, -557.480679866825]","[1.0698267482455108, 1.0096638603181072]",4,C1,C=CC#N,-1.9782,-8.1074,3.783709208,2.345490792,59.79266387,0,1,0,0,0,0,0,0,1,0,0,0
9,4,O=C(OC(C)(C)C)N1CCCC3,H24-H27,"C10, C11",5,0,FALSE,97.33875,0.2008,0.099188,0.170328,0.026498,-5.4637,-5.4635,-5.4637,-5.463602114,-0.019574,0.9552579911,0.9557955275,0.9557955275,0.9555324416,31.31402674,70.03806853,16.52382887,40.50583036,"[-5.4635, -5.4637]","[-557.4880940595469, -557.4881339894921]","[0.9552579910784209, 0.9557955274963397]",4,C1,C=CC#N,-1.9782,-8.1074,3.485402114,2.643797886,59.79266387,0,1,0,0,0,0,0,0,1,0,0,0
10,5,CCN(C(OC(C)(C)C)=O)CC,"H16-H17, H27-H28","C2, C11",5,51,TRUE,91.9212,0.18736,0.109282,0.169676,0.026939,-4.1931,-4.1615,-4.1931,-4.179156813,-0.056739,0.6360689439,0.6551557405,0.6516203417,0.6447477606,36.84612289,73.17975055,20.95578753,47.654942,"[-4.1665, -4.1798, -4.1931, -4.1615]","[-558.6835772282279, -558.681844222137, -558.684305625, -558.683574378062]","[0.6368751610297008, 0.6551557405316073, 0.6516203416547235, 0.636068943906194]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,2.215956813,3.445943187,71.91406126,0,1,0,0,0,0,0,0,0,0,0,0
10,5,CCN(C(OC(C)(C)C)=O)CC,"H29-H31, H13-H15","C1, C12",5,0,FALSE,100.81616,0.20183,0.110206,0.148694,0.023568,-5.918,-5.8367,-5.9169,-5.897162757,0.018735,1.069869439,1.105437003,1.105306392,1.09528946,28.42037487,62.70140322,16.48583633,26.28917761,"[-5.918, -5.8855, -5.8367, -5.9169]","[-558.6692669658651, -558.668960288712, -558.6686915161241, -558.669300976037]","[1.105437003330612, 1.086000994255024, 1.0698694394608144, 1.1053063921506654]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.933962757,1.727937243,71.91406126,0,1,0,0,0,0,0,0,0,0,0,0
10,5,CCN(C(OC(C)(C)C)=O)CC,H18-H26,C7-C9,5,0,FALSE,102.22127,0.20874,0.114606,0.156924,0.027371,-5.8845,-5.7859,-5.7859,-5.79450097,-0.073585,1.034453989,1.103390125,1.035667302,1.038298826,31.4623365,67.31207903,20.11384351,38.33348287,"[-5.7869, -5.7997, -5.8845, -5.7859]","[-558.6686681881309, -558.66854561566, -558.6667369329881, -558.668668565248]","[1.0358900935976154, 1.0344539887832458, 1.103390124615806, 1.0356673016984668]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.83130097,1.83059903,71.91406126,0,1,0,0,0,0,0,0,0,0,0,0
11,5,CCN(C(OC(C)(C)C)=O)CC,"H16-H17, H27-H28","C2, C11",5,26,TRUE,91.9212,0.18736,0.109282,0.169676,0.026939,-4.1931,-4.1615,-4.1931,-4.179156813,-0.056739,0.6360689439,0.6551557405,0.6516203417,0.6447477606,36.84612289,73.17975055,20.95578753,47.654942,"[-4.1665, -4.1798, -4.1931, -4.1615]","[-558.6835772282279, -558.681844222137, -558.684305625, -558.683574378062]","[0.6368751610297008, 0.6551557405316073, 0.6516203416547235, 0.636068943906194]",5,C1,C=CC(C)=O,-1.9354,-7.0384,2.243756813,2.859243187,60.77911164,0,1,0,0,0,0,0,0,0,0,0,0
11,5,CCN(C(OC(C)(C)C)=O)CC,"H29-H31, H13-H15","C1, C12",5,0,FALSE,100.81616,0.20183,0.110206,0.148694,0.023568,-5.918,-5.8367,-5.9169,-5.897162757,0.018735,1.069869439,1.105437003,1.105306392,1.09528946,28.42037487,62.70140322,16.48583633,26.28917761,"[-5.918, -5.8855, -5.8367, -5.9169]","[-558.6692669658651, -558.668960288712, -558.6686915161241, -558.669300976037]","[1.105437003330612, 1.086000994255024, 1.0698694394608144, 1.1053063921506654]",5,C1,C=CC(C)=O,-1.9354,-7.0384,3.961762757,1.141237243,60.77911164,0,1,0,0,0,0,0,0,0,0,0,0
11,5,CCN(C(OC(C)(C)C)=O)CC,H18-H26,C7-C9,5,0,FALSE,102.22127,0.20874,0.114606,0.156924,0.027371,-5.8845,-5.7859,-5.7859,-5.79450097,-0.073585,1.034453989,1.103390125,1.035667302,1.038298826,31.4623365,67.31207903,20.11384351,38.33348287,"[-5.7869, -5.7997, -5.8845, -5.7859]","[-558.6686681881309, -558.66854561566, -558.6667369329881, -558.668668565248]","[1.0358900935976154, 1.0344539887832458, 1.103390124615806, 1.0356673016984668]",5,C1,C=CC(C)=O,-1.9354,-7.0384,3.85910097,1.24389903,60.77911164,0,1,0,0,0,0,0,0,0,0,0,0
12,6,CC(C)(C)CC([H])=O,H19,C6,6,52,TRUE,86.30828,0.0995,0.095026,0.159752,0.026927,-5.3899,-5.323,-5.3899,-5.365836192,-0.199537,1.013377833,1.094927484,1.092886617,1.0653177,24.93386504,69.27689603,11.8772253,40.26078689,"[-5.323, -5.3899, -5.3863, -5.3249]","[-310.26316824308105, -310.264015415977, -310.263330696677, -310.263157998233]","[1.0133778332529246, 1.0928866166909041, 1.0949274842607564, 1.0139116143162636]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.402636192,2.259263808,71.91406126,0,0,1,0,0,0,0,0,0,0,0,0
12,6,CC(C)(C)CC([H])=O,"H18,H17",C5,6,0,FALSE,88.88517,0.23133,0.129187,0.196001,0.037646,-6.726,-6.5897,-6.726,-6.681833148,0.103353,1.842315762,1.960480298,1.960480298,1.922325908,38.018087,76.18438558,23.10785526,52.26192611,"[-6.726, -6.5901, -6.5897, -6.7255]","[-310.260823868332, -310.260112607256, -310.260108786689, -310.26079213877904]","[1.96048029849297, 1.8426495960530558, 1.8423157624527635, 1.960461402698779]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.718633148,0.9432668524,71.91406126,0,0,1,0,0,0,0,0,0,0,0,0
12,6,CC(C)(C)CC([H])=O,H8-H16,"C1, C3, C4",6,0,FALSE,100.03294,0.22801,0.156153,0.167452,0.024246,-6.0093,-5.6794,-5.9778,-5.928809611,0.02686,1.006073683,1.233434199,1.16355051,1.143264423,36.93318113,66.47281322,23.21297013,37.39892083,"[-5.6794, -6.0093, -5.9777, -5.9778]","[-310.242305958115, -310.24178821511697, -310.24296718251105, -310.243020429379]","[1.0060736828357133, 1.2334341994532636, 1.1640384626431557, 1.163550509538679]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.965609611,1.696290389,71.91406126,0,0,1,0,0,0,0,0,0,0,0,0
13,7,[H]C(CCC1=CC=CC=C1)=O,H11,C1,6,60,TRUE,88.971146,0.10358,0.09338,0.158092,0.030322,-5.5242,-5.4489,-5.4678,-5.472272333,0.093635,1.037819866,1.143862407,1.108016294,1.102413207,24.44342639,29.97309067,8.862453363,9.054755865,"[-5.4682, -5.4515, -5.4492, -5.4522, -5.5242, -5.4489, -5.4508, -5.45, -5.4678, -5.5232]","[-423.36428936582496, -423.36288394175796, -423.362821850084, -423.36332913452003, -423.362994164608, -423.362839225367, -423.363419757696, -423.362964237628, -423.364373762165, -423.363840801634]","[1.1081894376648609, 1.1040380537289227, 1.1033046905781962, 1.0384747232976754, 1.1438624073317192, 1.103220687154273, 1.0378198659051303, 1.1037422353249942, 1.1080162941655534, 1.143208930707763]",1,C6,O=C1CCCC=C1,-1.6968,-6.7421,3.775472333,1.269827667,71.56065729,0,0,1,1,0,0,0,0,0,0,0,0
13,7,[H]C(CCC1=CC=CC=C1)=O,"H12, H13",C2,6,0,FALSE,88.984764,0.23054,0.134929,0.19023,0.03969,-6.6888,-6.6275,-6.6629,-6.66426989,0.030221,1.875350249,1.97125123,1.970502242,1.962870127,36.29509674,41.13358249,22.42267457,15.95749162,"[-6.6629, -6.6275, -6.6279, -6.6622, -6.6888, -6.6863, -6.6636, -6.6279, -6.6635, -6.6864]","[-423.36386713911605, -423.361606300968, -423.361643421043, -423.3638136206, -423.362356202568, -423.36249148968, -423.36381770184295, -423.36153657576403, -423.363804048441, -423.362359998346]","[1.9705022418745317, 1.875350249222935, 1.8754658787408343, 1.9699410767431007, 1.9535166807256592, 1.95285935328663, 1.9712512296410027, 1.8756163315886332, 1.9709925756035978, 1.9531225593343482]",1,C6,O=C1CCCC=C1,-1.6968,-6.7421,4.96746989,0.07783011002,71.56065729,0,0,1,1,0,0,0,0,0,0,0,0
13,7,[H]C(CCC1=CC=CC=C1)=O,"H14, H15",C3,6,0,FALSE,87.43041,0.22165,0.13287,0.187021,0.031988,-5.2039,-5.0642,-5.1076,-5.147881937,-0.016462,1.329948033,1.530467691,1.354858843,1.4401152,38.88206221,45.63958427,23.65043474,21.47565442,"[-5.1076, -5.1622, -5.2039, -5.0642, -5.2036, -5.2031, -5.2018, -5.1629, -5.1076, -5.1626]","[-423.36607608177604, -423.36512194013, -423.365123398399, -423.364326771406, -423.365102198444, -423.36505868612403, -423.36509514377303, -423.365117409558, -423.366084650896, -423.36510061532897]","[1.3544679825754735, 1.4973023296472168, 1.5298282891845811, 1.3299480328955948, 1.5304676912430097, 1.5301869106462054, 1.5293502220175215, 1.497191892428618, 1.354858843036027, 1.4971700786493072]",1,C6,O=C1CCCC=C1,-1.6968,-6.7421,3.451081937,1.594218063,71.56065729,0,0,1,1,0,0,0,0,0,0,0,0
14,8,O=C1OC(C)(CC)CCC1,"H21, H22",C9,1,60,TRUE,95.74665,0.20063,0.115716,0.173363,0.025604,-5.6617,-5.576,-5.6409,-5.636333612,-0.042815,0.9978379188,1.035180716,1.016931877,1.016333155,38.11560523,73.10241817,22.74209488,46.71861601,"[-5.6423, -5.6481, -5.6216, -5.6409, -5.6617, -5.5768, -5.576]","[-462.867203852845, -462.866730218283, -462.867165799031, -462.867248891549, -462.86679436110296, -462.86552993593295, -462.86551231207596]","[1.020020564876161, 1.0232459387974882, 0.9978379187776374, 1.0169318769233788, 1.0351807160621356, 1.008119489117323, 1.0069937221267447]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,3.803833612,1.939766388,61.13649183,0,0,0,0,0,0,0,1,1,1,0,0
14,8,O=C1OC(C)(CC)CCC1,H11-H13,C5,1,0,FALSE,99.36054,0.21087,0.125319,0.162543,0.029901,-6.5003,-6.1117,-6.2617,-6.279362114,-0.034342,1.219083552,1.424018611,1.296528751,1.304606505,34.00617783,67.58471785,23.20430114,40.04859525,"[-6.2617, -6.3409, -6.2671, -6.1117, -6.5003, -6.4594, -6.459]","[-462.858730642027, -462.858299772444, -462.858323505662, -462.85735370492097, -462.856526983803, -462.854560808695, -462.854509142171]","[1.2965287507039818, 1.3388352846842373, 1.2963579915151613, 1.219083551532332, 1.395897044232623, 1.424018610693259, 1.4230684274738463]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,4.446862114,1.296737886,61.13649183,0,0,0,0,0,0,0,1,1,1,0,0
14,8,O=C1OC(C)(CC)CCC1,"H14, H15",C6,1,0,FALSE,96.3904,0.20172,0.106518,0.176455,0.025286,-5.8667,-5.6068,-5.7101,-5.691757282,-0.075136,1.027832398,1.163713855,1.081441454,1.078772146,37.51864215,76.97883147,21.08723338,54.67057232,"[-5.8667, -5.6068, -5.7319, -5.7101, -5.7325, -5.6409, -5.6409]","[-462.864329659489, -462.863509720313, -462.864660391651, -462.866431322147, -462.865378306651, -462.865795092896, -462.865832316305]","[1.163713854846046, 1.02783239842493, 1.0827385106711203, 1.0814414543619015, 1.1035489581031805, 1.060266148169078, 1.0621200781711821]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,3.859257282,1.884342718,61.13649183,0,0,0,0,0,0,0,1,1,1,0,0
14,8,O=C1OC(C)(CC)CCC1,H16-H18,C7,1,0,FALSE,99.12927,0.19967,0.118048,0.145853,0.022891,-6.0763,-5.7518,-5.8742,-5.902912619,-0.043974,1.049278871,1.220359134,1.120676936,1.136436116,30.14740231,63.1605983,15.74390996,29.84383134,"[-5.7682, -6.0549, -5.8742, -5.7518, -6.0763, -5.8523, -5.8529]","[-462.859993007611, -462.859900708037, -462.860615318879, -462.859814975844, -462.86025209659607, -462.859328976769, -462.859359057151]","[1.0736574900842324, 1.194852375516935, 1.1206769363906421, 1.0492788710905623, 1.2203591339100928, 1.13836615657405, 1.1385278807612147]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,4.070412619,1.673187381,61.13649183,0,0,0,0,0,0,0,1,1,1,0,0
14,8,O=C1OC(C)(CC)CCC1,"H19, H20",C8,1,0,FALSE,97.37201,0.21959,0.117703,0.182097,0.032278,-5.8528,-5.7159,-5.7292,-5.737271918,-0.037393,1.096929701,1.203118386,1.108218834,1.11294862,38.01531133,77.03266956,23.94319724,55.96830854,"[-5.7159, -5.778, -5.7583, -5.7363, -5.8528, -5.7292, -5.7296]","[-462.865128149491, -462.864870229348, -462.86566526183196, -462.864882434507, -462.86307041848795, -462.86639353582297, -462.866358846093]","[1.096929700909223, 1.125236004862734, 1.13238996578927, 1.1117806174574432, 1.2031183860045982, 1.1082188342744277, 1.107814876255841]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,3.904771918,1.838828082,61.13649183,0,0,0,0,0,0,0,1,1,1,0,0
14,8,O=C1OC(C)(CC)CCC1,"H23, H24",C10,1,0,FALSE,90.14161,0.23308,0.126067,0.194632,0.042453,-6.5465,-6.5052,-6.5447,-6.534359493,0.02533,1.721137671,1.739442635,1.734007158,1.731834851,34.02716451,73.2507125,20.37318987,47.06465696,"[-6.5293, -6.5353, -6.5447, -6.5465, -6.5144, -6.5052, -6.5061]","[-462.87529806459196, -462.874852999186, -462.87530795865206, -462.87525118906603, -462.875089584484, -462.87183239568, -462.871910887456]","[1.7334870978710648, 1.7273124561868078, 1.7340071578880825, 1.7394426350064311, 1.7222199574274342, 1.7211376714435973, 1.7216508363701064]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,4.701859493,1.041740507,61.13649183,0,0,0,0,0,0,0,1,1,1,0,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,H34,C10,1,46,TRUE,94.91813,0.1821,0.057948,0.181813,0.015916,-4.852,-4.47,-4.7405,-4.691450999,-0.078048,0.6844497122,0.8712248343,0.7870811102,0.7800475408,39.26045143,83.69584955,17.92929566,63.25416264,"[-4.4809, -4.47, -4.7371, -4.7552, -4.5929, -4.852, -4.7405, -4.5617, -4.8483, -4.6948]","[-662.578545656845, -662.577351180106, -662.577233207468, -662.577184886578, -662.576832677729, -662.578674492058, -662.5789339561179, -662.578816581744, -662.5786500739781, -662.578196547341]","[0.6922864928171851, 0.6844497122248572, 0.7976981092200185, 0.820087299948706, 0.7771747093848813, 0.8707145529866082, 0.7870811102353219, 0.7055198010218403, 0.8712248342679024, 0.7572667692135461]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,1.285750999,3.867349001,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,H17-H25,"C1, C3, C4",1,0,FALSE,99.58556,0.2066,0.129706,0.158016,0.023049,-5.8381,-5.7659,-5.7659,-5.794279469,0.024264,1.088757737,1.134640401,1.089036532,1.10774138,36.98512851,67.35983192,25.87094651,38.75722533,"[-5.8249, -5.7659, -5.7661, -5.8265, -5.8381, -5.7748, -5.827, -5.7716, -5.8306, -5.7681]","[-662.56681513877, -662.5670267349881, -662.5667248383601, -662.5665355702481, -662.564588974442, -662.566030895952, -662.565824849939, -662.565807397418, -662.5658782730659, -662.565463102771]","[1.1284717958091213, 1.0890365324828135, 1.091924028809417, 1.1278045887191286, 1.1346404013244, 1.0946314511410442, 1.1286139205196044, 1.0889760498973742, 1.131934571117849, 1.0887577374367199]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.388579469,2.764520531,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,H26,C5,1,0,FALSE,93.7725,0.19268,0.074147,0.20687,0.016527,-5.0417,-4.9969,-5.033,-5.023486613,-0.042635,0.9212674561,0.9521871342,0.9388583993,0.9341178029,53.56050207,88.06043399,36.77647364,75.59968092,"[-5.0143, -5.0257, -5.033, -5.0182, -5.0417, -5.0001, -5.015, -5.0029, -5.0176, -4.9969]","[-662.5753509237549, -662.5760648609819, -662.576441329319, -662.5755727990261, -662.573885483284, -662.5743237570861, -662.57415325719, -662.573955662323, -662.575005317351, -662.57352507221]","[0.9282551430376282, 0.9369663075316359, 0.9388583992864301, 0.9261148890883829, 0.9521871342055959, 0.9258302763992865, 0.9361959201430512, 0.9263174074459009, 0.9296358333129187, 0.9212674561074887]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,1.617786613,3.535313387,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,"H27, H28",C6,1,0,FALSE,96.15148,0.21173,0.107203,0.177324,0.024987,-5.3202,-5.2847,-5.2883,-5.302655054,-0.019303,1.077705772,1.124061481,1.078645516,1.092960387,46.70277602,81.44866441,33.70229279,65.31313078,"[-5.3155, -5.3078, -5.2883, -5.2952, -5.3196, -5.3136, -5.3202, -5.3043, -5.3104, -5.2847]","[-662.573597697812, -662.573749884955, -662.5741453083721, -662.573894622425, -662.571359687597, -662.573341960335, -662.5726215556091, -662.572459113861, -662.5735692871209, -662.572737618431]","[1.105243216678147, 1.1036954099023135, 1.0786455157246158, 1.0834025724664, 1.1240614812768153, 1.1008640604954762, 1.1154113860542128, 1.1002776782695982, 1.093769640639554, 1.0777057717681557]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,1.896955054,3.256144946,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
